terrai_codigo;terrai_nome;municipio_nome;uf_sigla;superficie_perimetro_ha;fase_ti;modalidade_ti;data_em_estudo;tit_em_estudo;data_delimitada;tit_delimitada;data_declarada;tit_declarada;data_homologada;tit_homologada;data_regularizada;tit_regularizada
50501;Xikrin do Rio Catete;Água Azul do Norte, Marabá, Parauapebas                    ;PA;439150,5452;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-24;Decreto de 24 de dezembro de 1991;1992-08-17;Matr. 98  Lv. 2/RG  Fl. 98
50601;Xipaya;Altamira                                ;PA;178723,0238;Regularizada;Tradicionalmente ocupada;1999-10-15;Portaria nº 974, de 15 de outubro de 1999;2003-04-07;Despacho nº 33, de 07 de abril de 2003;2006-12-15;Portaria n° 2362, de 15 de dezembro de 2006;2012-06-05;Decreto de 5 de junho de 2012;2012-10-23;Matr. 28.618, Lv. 2-AAAV/RG, Fls. 55
50801;Xukuru;Poção, Pesqueira;PE;27555,0583;Regularizada;Tradicionalmente ocupada;;;;;1992-05-28;Portaria Declaratoria nº 259 de 28/05/92;2001-04-30;Decreto de 30 de abril de 2001;2013-10-03;R-12.005, Fls. 82, Lv. 3-T
70201;Xukuru de Cimbres;Pedra, Alagoinha, Pesqueira, Venturosa;PE;1166,1793;Regularizada;Reserva Indígena;;;;;;;;;;
50701;Xukuru-Kariri;Palmeira dos Índios                     ;AL;7073;Declarada;Tradicionalmente ocupada;2003-03-19;Portaria nº 178, de 19 de março de 2003;2008-10-17;Despacho n° 39, de 17 de outubro de 2008;2010-12-14;Portaria nº 4.033, de 14 de dezembro de 2010;;;;
50901;Yanomami;Caracaraí,Alto Alegre, Boa Vista, Barcelos, São Gabriel da Cachoeira, Santa Isabel do Rio Negro;AM/RR;9664975,48;Regularizada;Tradicionalmente ocupada;;;;;1991-11-15;PD 580/358  15/11/91;1992-05-25;Decreto de 25 de maio de 1992;1993-10-01;Matr. 552  Lv. 2-B  Fl. 252/253
73713;Ygua Porã;Biguaçu                                 ;SC;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
73722;Ypoi / Triunfo;Paranhos;MS;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
36702;Yvy-Katu;Japorã;MS;9494,1636;Declarada;Tradicionalmente ocupada;2012-08-03;Portaria nº 986, de 3 de agosto de 2012;2004-02-27;Despacho nº 21, de 27 de fevereiro de 2004;2005-06-30;Portaria Declaratória n° 1289, de 30 de junho de 2005;;;;
64001;Yvyporã Laranjinha;Cornélio Procópio, Abatia, Ribeirão do Pinhal;PR;1238;Declarada;Tradicionalmente ocupada;;;2006-04-12;Despacho n° 30, de 12 de abril de 2006;2007-04-19;Portaria n° 796, de 19 de abril de 2007;;;;
51001;Zoe;Óbidos                                  ;PA;668565,6283;Regularizada;Tradicionalmente ocupada;1997-04-04;Portaria nº 309, de 4 de abril de 1997;1999-12-03;DOU  ;2001-04-20;Portaria nº 365, de 20 de abril de 2001;2009-12-21;Decreto de 21 de dezembro de 2009;2010-02-19;Matr. 2972, Lv. 2-D, Fls. 005-005vº
51101;Zoró;Aripuanã                                ;MT;355789,5492;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1987-11-05;Matr. 31.352  Lv. 2-DH  Fl. 161
51201;Zuruahã;Tapauá                                  ;AM;239069,7403;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1990-06-13;Matr. 614  Lv. 2-D  Fl. 17
