   ;TIPO_INFRACAO;DATA_AUTUACAO;SIG_UF;NOM_MUNICIPIO;NUM_AUTO_INFRACAO;SER_AUTO_INFRACAO;VALOR_AUTO;VALOR_AUTO_FORMATADO;DES_TIPO_LEGISLACAO;ARTIGO;PARAGRAFO;COM_ARTIGO;COM_PARAGRAFO
196606;Flora;09/04/2013 17:00:00;PA;NOVO PROGRESSO;729042;D;1295000;1.295.000,00;6514/2008;3º;II/VII;50;-
196607;Flora;09/04/2013 17:15:00;MT;BRASNORTE;620472;D;24000;24.000,00;6514/2008;50;;;
196608;Flora;09/04/2013 17:15:00;MT;BRASNORTE;620472;D;24000;24.000,00;9605/98;70;1º;72;
196609;Fauna;09/04/2013 17:55:00;AM;HUMAITA;628600;D;2000;2.000,00;6514/2008;3°;II-IV;24;I-3-III
196610;Fauna;09/04/2013 17:55:00;AM;HUMAITA;628600;D;2000;2.000,00;9605/98;70;1°;72;II-IV
196611;Flora;10/04/2013 08:15:00;PA;ALTAMIRA;728092;D;2290000;2.290.000,00;6514/2008;50;-;3º;II/VII
196612;Flora;10/04/2013 08:15:00;PA;ALTAMIRA;728092;D;2290000;2.290.000,00;Constituição Federal;225;4º;-;-
196613;Flora;10/04/2013 08:15:00;PA;ALTAMIRA;728092;D;2290000;2.290.000,00;9605/98;70;-;-;-
196614;Flora;10/04/2013 08:30:00;TO;DIVINOPOLIS DO TOCANTINS;502276;D;46000;46.000,00;9605/98;70;1º;72;
196615;Flora;10/04/2013 08:30:00;TO;DIVINOPOLIS DO TOCANTINS;502276;D;46000;46.000,00;6514/2008;3;;;
196616;Flora;10/04/2013 08:45:00;PA;ALTAMIRA;729043;D;670000;670.000,00;6514/2008;3º;II E VII;50;-
196617;Flora;10/04/2013 08:45:00;PA;ALTAMIRA;729043;D;670000;670.000,00;9605/98;70;-;72;II E VII
196618;Flora;10/04/2013 08:45:00;PA;ALTAMIRA;729043;D;670000;670.000,00;Constituição Federal;225;4º;-;-
196619;Flora;10/04/2013 08:50:00;PA;ALTAMIRA;728093;D;2215000;2.215.000,00;Constituição Federal;225;4º;-;-
196620;Flora;10/04/2013 08:50:00;PA;ALTAMIRA;728093;D;2215000;2.215.000,00;9605/98;70;-;-;-
196621;Flora;10/04/2013 08:50:00;PA;ALTAMIRA;728093;D;2215000;2.215.000,00;6514/2008;50;-;3º;II E VII
196622;Flora;10/04/2013 09:00:00;RO;PORTO VELHO;699781;D;342375;342.375,00;6514/2008;3º;II VII;50 60;
196623;Flora;10/04/2013 09:00:00;RO;PORTO VELHO;699781;D;342375;342.375,00;9605/98;70;1º;72;II VII
196624;Flora;10/04/2013 09:00:00;MT;RONDONOPOLIS;652104;D;14437,5;14.437,50;6514/2008;3º;II e IV;47;31º e 3º
196625;Flora;10/04/2013 09:00:00;RO;PORTO VELHO;699781;D;342375;342.375,00;Constituição Federal;225;§ 1º;;
196626;Flora;10/04/2013 09:00:00;MT;RONDONOPOLIS;652104;D;14437,5;14.437,50;9605/98;70;;72;II e IV
196627;Flora;10/04/2013 09:05:00;RR;RORAINOPOLIS;658176;D;1000;1.000,00;9605/98;70;§1º;72;
196628;Cadastro Técnico Federal;10/04/2013 09:30:00;AM;HUMAITA;698917;D;201000;201.000,00;9605/98;70;;72;
196629;Flora;10/04/2013 09:30:00;TO;DIVINOPOLIS DO TOCANTINS;719071;D;5000;5.000,00;6514/2008;3;;;
196630;Flora;10/04/2013 09:30:00;TO;DIVINOPOLIS DO TOCANTINS;719071;D;5000;5.000,00;9605/98;70;1º;72;
196631;Cadastro Técnico Federal;10/04/2013 09:30:00;AM;HUMAITA;698917;D;201000;201.000,00;6514/2008;3º;;79;
196632;Pesca;10/04/2013 10:00:00;AM;TABATINGA;206131;D;3930;3.930,00;Ibama 06/2003;1º;;3º;
196633;Pesca;10/04/2013 10:00:00;AM;TABATINGA;206131;D;3930;3.930,00;3179/1999;19;P U I - III;11;II
196634;Pesca;10/04/2013 10:00:00;AM;TABATINGA;206131;D;3930;3.930,00;9605/98;70;§ 1º 3º;72;II - IV
196635;Flora;10/04/2013 10:10:00;PA;URUARA;708706;D;75000;75.000,00;6514/2008;3;II,VII;50;
196636;Flora;10/04/2013 10:10:00;PA;URUARA;708706;D;75000;75.000,00;12.651/2012;26;;;
196637;Flora;10/04/2013 10:10:00;PA;URUARA;708706;D;75000;75.000,00;9605/98;70;;II,VII;
196638;Flora;10/04/2013 10:15:00;MT;JUINA;734334;D;415000;415.000,00;Constituição Federal;225;;;
196639;Flora;10/04/2013 10:15:00;MT;JUINA;734334;D;415000;415.000,00;9605/98;70;1º;72;
196640;Flora;10/04/2013 10:15:00;MT;JUINA;734334;D;415000;415.000,00;6514/2008;50;;;
196641;Flora;10/04/2013 10:45:00;TO;DIVINOPOLIS DO TOCANTINS;719072;D;8000;8.000,00;6514/2008;3;;52;
196642;Flora;10/04/2013 10:45:00;TO;DIVINOPOLIS DO TOCANTINS;719072;D;8000;8.000,00;9605/98;70;1º;72;
196643;Flora;10/04/2013 10:50:00;PA;ALTAMIRA;606943;D;1970000;1.970.000,00;6514/2008;50;-;3º;II,VII
196644;Flora;10/04/2013 10:50:00;PA;ALTAMIRA;606943;D;1970000;1.970.000,00;9605/98;70;-;72;II,VII
196645;Flora;10/04/2013 10:50:00;PA;ALTAMIRA;606943;D;1970000;1.970.000,00;Constituição Federal;225;4;-;-
196646;Fauna;10/04/2013 11:00:00;PA;BELEM;458105;D;5000;5.000,00;9605/98;70;;;
196647;Flora;10/04/2013 11:00:00;PA;URUARA;700097;D;130000;130.000,00;Constituição Federal;225;§ 4º;;
196648;Fauna;10/04/2013 11:00:00;PA;BELEM;458105;D;5000;5.000,00;6514/2008;3º;;;
196649;Flora;10/04/2013 11:00:00;PA;URUARA;700097;D;130000;130.000,00;6514/2008;3º;II / VII;50;§ 2º
196650;Cadastro Técnico Federal;10/04/2013 11:00:00;AM;MANAUS;678309;D;1500;1.500,00;9605/98;70;§ 1º 3º;72;II
196651;Cadastro Técnico Federal;10/04/2013 11:00:00;AM;MANAUS;678309;D;1500;1.500,00;6514/2008;82;;3º;II
196652;Controle ambiental;10/04/2013 11:00:00;RO;SAO FRANCISCO DO GUAPORE;728328;D;2000;2.000,00;9605/98;70;;72;
196653;Controle ambiental;10/04/2013 11:00:00;RO;SAO FRANCISCO DO GUAPORE;728328;D;2000;2.000,00;6514/2008;3º;;;
196654;Flora;10/04/2013 11:00:00;RO;CUJUBIM;729212;D;35000;35.000,00;9605/98;70;1º;72;
196655;Flora;10/04/2013 11:00:00;RO;CUJUBIM;729212;D;35000;35.000,00;6514/2008;3º;;;
196656;Cadastro Técnico Federal;10/04/2013 11:00:00;MA;CAPINZAL DO NORTE;703766;D;60000;60.000,00;9605/98;    70;         -;    72;       II
196657;Cadastro Técnico Federal;10/04/2013 11:00:00;MA;CAPINZAL DO NORTE;703766;D;60000;60.000,00;6514/2008;   79;         -;    3°;       II
196658;Flora;10/04/2013 11:00:00;PA;URUARA;700097;D;130000;130.000,00;9605/98;70;;;
196659;Flora;10/04/2013 11:40:00;RO;SERINGUEIRAS;728329;D;325000;325.000,00;6514/2008;3º;II e VII;50;
196660;Flora;10/04/2013 11:40:00;RO;SERINGUEIRAS;728329;D;325000;325.000,00;9605/98;70;;72;II e VII
196661;Flora;10/04/2013 12:00:00;RO;CORUMBIARA;728464;D;35000;35.000,00;9605/98;70;caput;72;II,VII
196662;Flora;10/04/2013 12:00:00;AC;PLACIDO DE CASTRO;632068;D;6300;6.300,00;6514/2008;3°;II e IV;47;1°
196663;Flora;10/04/2013 12:00:00;RO;CORUMBIARA;728464;D;35000;35.000,00;6514/2008;3º;II,VII;50;caput
196664;Flora;10/04/2013 12:00:00;AC;PLACIDO DE CASTRO;632068;D;6300;6.300,00;9605/98;70;§1° e 3°;72;II e IV
196665;Flora;10/04/2013 12:12:00;RO;PORTO VELHO;709536;D;265000;265.000,00;9605/98;70;1º;72;II VII
196666;Flora;10/04/2013 12:12:00;RO;PORTO VELHO;709536;D;265000;265.000,00;6514/2008;50;;3ºI;II VII
196667;Cadastro Técnico Federal;10/04/2013 12:45:00;PA;PARAGOMINAS;528937;D;3000;3.000,00;6938/81;17 - C;§ 1º;;
196668;Cadastro Técnico Federal;10/04/2013 12:45:00;PA;PARAGOMINAS;528937;D;3000;3.000,00;6514/2008;3º;II;81;
196669;Cadastro Técnico Federal;10/04/2013 12:45:00;PA;PARAGOMINAS;528937;D;3000;3.000,00;9605/98;70;§ 1º;72;II
196670;Flora;10/04/2013 14:25:00;MT;NOVA UBIRATA;720551;D;125000;125.000,00;9605/98;70;§1º;72;
196671;Flora;10/04/2013 14:25:00;MT;NOVA UBIRATA;720551;D;125000;125.000,00;6514/2008;3];;;
196672;Flora;10/04/2013 14:25:00;MT;NOVA UBIRATA;720551;D;125000;125.000,00;Constituição Federal;225;;;
196673;Flora;10/04/2013 14:40:00;TO;DIVINOPOLIS DO TOCANTINS;502277;D;11000;11.000,00;9605/98;70;1º;72;
196674;Flora;10/04/2013 14:40:00;TO;DIVINOPOLIS DO TOCANTINS;502277;D;11000;11.000,00;6514/2008;3;;;
196675;Flora;10/04/2013 15:00:00;MT;CASTANHEIRA;711312;D;29500;29.500,00;6514/2008;3º;;;
196676;Flora;10/04/2013 15:00:00;MT;CASTANHEIRA;711312;D;29500;29.500,00;Constituição Federal;225;;;
196677;Flora;10/04/2013 15:00:00;MT;CASTANHEIRA;711312;D;29500;29.500,00;9605/98;70;1º;72;
196678;Fauna;10/04/2013 15:34:00;TO;PALMAS;719961;D;18000;18.000,00;6514/2008;24;3 III  6;3;II-IV-VII-XI
196679;Fauna;10/04/2013 15:34:00;TO;PALMAS;719961;D;18000;18.000,00;9605/98;70;1-III;72;II-IV-VII-XI
196680;Flora;10/04/2013 15:40:00;RO;CUJUBIM;729213;D;85000;85.000,00;9605/98;70;1º;72;
196681;Flora;10/04/2013 15:40:00;RO;CUJUBIM;729213;D;85000;85.000,00;6514/2008;3º;;;
196682;Flora;10/04/2013 16:00:00;PA;PACAJA;682660;D;12360000;12.360.000,00;9605/98;70;;72;
196683;Flora;10/04/2013 16:00:00;PA;PACAJA;682660;D;12360000;12.360.000,00;6514/2008;48;;3º;II
196684;Controle ambiental;10/04/2013 16:23:00;AM;HUMAITA;270016;D;2500000;2.500.000,00;6514/2008;3º;;;
196685;Controle ambiental;10/04/2013 16:23:00;AM;HUMAITA;270016;D;2500000;2.500.000,00;9605/98;70;;72;
196686;Flora;10/04/2013 16:30:00;MT;NOVA UBIRATA;730059;D;170000;170.000,00;6514/2008;50;;;
196687;Flora;10/04/2013 16:30:00;MT;NOVA UBIRATA;730059;D;170000;170.000,00;9605/98;70;;72;
196688;Flora;10/04/2013 16:30:00;PA;PACAJA;682661;D;2655000;2.655.000,00;9605/98;70;;72;
196689;Controle ambiental;10/04/2013 16:30:00;MA;VARGEM GRANDE;694385;D;5000;5.000,00;6514/2008;66;;3°;II
196690;Controle ambiental;10/04/2013 16:30:00;MA;VARGEM GRANDE;694385;D;5000;5.000,00;9605/98;70;;72;II
196691;Flora;10/04/2013 16:30:00;MT;NOVA UBIRATA;730059;D;170000;170.000,00;Constituição Federal;225;;;
196692;Flora;10/04/2013 16:30:00;PA;PACAJA;682661;D;2655000;2.655.000,00;6514/2008;48;;3º;II
196693;Cadastro Técnico Federal;10/04/2013 16:36:00;AM;HUMAITA;270017;D;201000;201.000,00;9605/98;70;;72;
196694;Cadastro Técnico Federal;10/04/2013 16:36:00;AM;HUMAITA;270017;D;201000;201.000,00;6514/2008;3º;;79;
196695;Flora;10/04/2013 17:00:00;PA;ALTAMIRA;729044;D;1405000;1.405.000,00;9605/98;70;;72;II E VII
196696;Flora;10/04/2013 17:00:00;PA;ALTAMIRA;729044;D;1405000;1.405.000,00;6514/2008;3º;II/VII;50;-
196697;Flora;10/04/2013 17:00:00;PA;ALTAMIRA;658584;D;2259890,5;2.259.890,50;Constituição Federal;225;4º;-;-
196698;Flora;10/04/2013 17:00:00;PA;ALTAMIRA;658584;D;2259890,5;2.259.890,50;9605/98;70;-;72;II/VII
196699;Flora;10/04/2013 17:00:00;PA;ALTAMIRA;658584;D;2259890,5;2.259.890,50;6514/2008;3;II/VII;50;-
196700;Flora;10/04/2013 17:00:00;PA;ALTAMIRA;729044;D;1405000;1.405.000,00;Constituição Federal;225;4º;;
196701;Flora;11/04/2013 08:30:00;PA;BELEM;459119;D;22050;22.050,00;6514/2008;3º;;;
196702;Flora;11/04/2013 08:30:00;PA;BELEM;459119;D;22050;22.050,00;6514/2008; 107;;;
196703;Flora;11/04/2013 08:30:00;PA;BELEM;459119;D;22050;22.050,00;9605/98;70;1º, 3º;72;
196704;Flora;11/04/2013 09:20:00;PA;ALTAMIRA;728094;D;4100000;4.100.000,00;Constituição Federal;225;4º;-;-
196705;Flora;11/04/2013 09:20:00;PA;ALTAMIRA;728094;D;4100000;4.100.000,00;6514/2008;50;-;3º;II E VII
196706;Flora;11/04/2013 09:20:00;PA;ALTAMIRA;728094;D;4100000;4.100.000,00;9605/98;70;-;-;-
196707;Controle ambiental;11/04/2013 09:30:00;PA;GOIANESIA DO PARA;641177;D;4000;4.000,00;6514/2008;3º;II,IV,VIII;66;
196708;Controle ambiental;11/04/2013 09:30:00;PA;GOIANESIA DO PARA;641177;D;4000;4.000,00;9605/98;70;1º;72;II,IV,VIII
196709;Flora;11/04/2013 09:40:00;MT;ITIQUIRA;653901;D;13631,1;13.631,10;9605/98;70;;72;II e IV
196710;Flora;11/04/2013 09:40:00;MT;ITIQUIRA;653901;D;13631,1;13.631,10;6514/2008;3º;II, IV;47;1º
196711;Flora;11/04/2013 09:45:00;PA;ALTAMIRA;728095;D;1260000;1.260.000,00;9605/98;70;-;-;-
196712;Flora;11/04/2013 09:45:00;PA;ALTAMIRA;728095;D;1260000;1.260.000,00;6514/2008;50;-;3º;II E VII
196713;Flora;11/04/2013 09:45:00;PA;ALTAMIRA;728095;D;1260000;1.260.000,00;Constituição Federal;225;4º;;
196714;Controle ambiental;11/04/2013 10:00:00;MT;IPIRANGA DO NORTE;652063;D;20000;20.000,00;9605/98;70;;72;II
196715;Controle ambiental;11/04/2013 10:00:00;MT;IPIRANGA DO NORTE;652063;D;20000;20.000,00;6514/2008;3º;II;64;
196716;Flora;11/04/2013 10:00:00;AM;MANACAPURU;677705;D;4968;4.968,00;Ibama 112/2006;1º;P.UNICO;2º;II - a
196717;Flora;11/04/2013 10:00:00;AM;MANACAPURU;677705;D;4968;4.968,00;6514/2008;3º;II -  IV;47;
196718;Unidades de conservação;11/04/2013 10:00:00;MA;VITORIA DO MEARIM;130620;D;20000;20.000,00;6514/2008;79;          -;3°;     II
196719;Unidades de conservação;11/04/2013 10:00:00;MA;VITORIA DO MEARIM;130620;D;20000;20.000,00;9605/98;70;           -;72;     II
196720;Flora;11/04/2013 10:00:00;AM;MANACAPURU;677705;D;4968;4.968,00;9605/98;70;§ 1º-3º;72;II, IV
196721;Flora;11/04/2013 10:05:00;RO;PORTO VELHO;641088;D;145000;145.000,00;Constituição Federal;225;4º;;
196722;Flora;11/04/2013 10:05:00;RO;PORTO VELHO;641088;D;145000;145.000,00;9605/98;70;§ 1º;72;VII
196723;Flora;11/04/2013 10:05:00;RO;PORTO VELHO;641088;D;145000;145.000,00;6514/2008;3º;II VII;50;CAPUT
196724;Controle ambiental;11/04/2013 10:30:00;PA;PARAGOMINAS;732813;D;500000;500.000,00;CONAMA 237/1997; 2º;CAPUT; 7º;    III
196725;Flora;11/04/2013 10:30:00;PA;ALTAMIRA;658586;D;1007893,5;1.007.893,50;Constituição Federal;;;225;4º
196726;Flora;11/04/2013 10:30:00;PA;ALTAMIRA;658586;D;1007893,5;1.007.893,50;9605/98;70;-;72;II E VII
196727;Flora;11/04/2013 10:30:00;PA;ALTAMIRA;658586;D;1007893,5;1.007.893,50;6514/2008;3º;II E VII;50;-
196728;Controle ambiental;11/04/2013 10:30:00;PA;PARAGOMINAS;732813;D;500000;500.000,00;6514/2008;3º; II / VII; 66;CAPUT
196729;Controle ambiental;11/04/2013 10:30:00;PA;PARAGOMINAS;732813;D;500000;500.000,00;9605/98;70; 1º / 3º;72;II / VII
196730;Cadastro Técnico Federal;11/04/2013 10:34:00;PA;PARAGOMINAS;650218;D;50000;50.000,00;9605/98;70;1º - 3º;72; II / IX
196731;Cadastro Técnico Federal;11/04/2013 10:34:00;PA;PARAGOMINAS;650218;D;50000;50.000,00;6514/2008; 82;;3º; II / IX
196732;Controle ambiental;11/04/2013 10:45:00;MA;GODOFREDO VIANA;694919;D;5000;5.000,00;6514/2008;66;;;
196733;Controle ambiental;11/04/2013 10:45:00;MA;GODOFREDO VIANA;694919;D;5000;5.000,00;9605/98;70;;72;
196734;Controle ambiental;11/04/2013 11:00:00;MT;IPIRANGA DO NORTE;652064;D;500;500,00;6514/2008;3º;II;64;Caput
196735;Controle ambiental;11/04/2013 11:00:00;MT;IPIRANGA DO NORTE;652064;D;500;500,00;9605/98;70;;72;
196736;Flora;11/04/2013 11:20:00;MT;NOVA UBIRATA;695914;D;130000;130.000,00;Constituição Federal;225;;;
196737;Flora;11/04/2013 11:20:00;MT;NOVA UBIRATA;695914;D;130000;130.000,00;6514/2008;50;;;
196738;Flora;11/04/2013 11:20:00;MT;NOVA UBIRATA;695914;D;130000;130.000,00;9605/98;70;§ 1º;72;
196739;Flora;11/04/2013 11:22:00;MT;NOVA UBIRATA;728074;D;70000;70.000,00;9605/98;70;1º;72;
196740;Flora;11/04/2013 11:22:00;MT;NOVA UBIRATA;728074;D;70000;70.000,00;6514/2008;3º;;;
196741;Flora;11/04/2013 11:22:00;MT;NOVA UBIRATA;728074;D;70000;70.000,00;Constituição Federal;225;;;
196742;Flora;11/04/2013 11:30:00;PA;GOIANESIA DO PARA;469609;D;1000;1.000,00;6514/2008;3º;II/IV;57;
196743;Flora;11/04/2013 11:30:00;PA;GOIANESIA DO PARA;469609;D;1000;1.000,00;9605/98;70;1º;72;II/IV
196744;Flora;11/04/2013 11:40:00;PA;PARAGOMINAS;732814;D;125975,1;125.975,10;9605/98;70; 1º / 3º;72;II / IV
196745;Flora;11/04/2013 11:40:00;PA;PARAGOMINAS;732814;D;125975,1;125.975,10;6514/2008;   3º; II / IV;   47;   § 1º
196746;Controle ambiental;11/04/2013 12:00:00;MT;IPIRANGA DO NORTE;652065;D;10000;10.000,00;6514/2008;3º;II;64;Caput
196747;Controle ambiental;11/04/2013 12:00:00;MT;IPIRANGA DO NORTE;652065;D;10000;10.000,00;9605/98;70;;72;
196748;Flora;11/04/2013 12:43:00;TO;PORTO NACIONAL;719088;D;15652,2;15.652,20;9605/98;70;I;72;
196749;Flora;11/04/2013 12:43:00;TO;PORTO NACIONAL;719088;D;15652,2;15.652,20;6514/2008;3º;;;
196750;Flora;11/04/2013 13:40:00;AM;CAREIRO DA VARZEA;677723;D;231000;231.000,00;6514/2008;3º;I - VII;50/60;I
196751;Flora;11/04/2013 13:40:00;AM;CAREIRO DA VARZEA;677723;D;231000;231.000,00;Constituição Federal;225;§ 4º;;
196752;Flora;11/04/2013 13:40:00;AM;CAREIRO DA VARZEA;677723;D;231000;231.000,00;9605/98;70;§ 1º-3º;72;II,VII
196753;Flora;11/04/2013 14:10:00;AM;CAREIRO DA VARZEA;677725;D;336000;336.000,00;9605/98;70;§ 1º-3º;72;II,VII
196754;Flora;11/04/2013 14:10:00;AM;CAREIRO DA VARZEA;677725;D;336000;336.000,00;6514/2008;3º;I - VII;50/60;I
196755;Flora;11/04/2013 14:10:00;AM;CAREIRO DA VARZEA;677725;D;336000;336.000,00;Constituição Federal;225;§ 4º;;
196756;Flora;11/04/2013 15:00:00;PA;ALTAMIRA;658589;D;4024010,5;4.024.010,50;6514/2008;3º;II,VII;50;-
196757;Flora;11/04/2013 15:00:00;PA;ALTAMIRA;658589;D;4024010,5;4.024.010,50;Constituição Federal;225;4º;-;-
196758;Flora;11/04/2013 15:00:00;PA;ALTAMIRA;658589;D;4024010,5;4.024.010,50;9605/98;70;-;72;II,VII
196759;Flora;11/04/2013 16:30:00;PA;SANTANA DO ARAGUAIA;733253;D;952787,91;952.787,91;6514/2008;3º;II/X;47;1º
196760;Cadastro Técnico Federal;11/04/2013 16:30:00;PA;SANTANA DO ARAGUAIA;733252;D;400000;400.000,00;6514/2008;3º;II/X;82;
196761;Cadastro Técnico Federal;11/04/2013 16:30:00;PA;SANTANA DO ARAGUAIA;733252;D;400000;400.000,00;9605/98;70;;72;II/XI
196762;Flora;11/04/2013 16:30:00;PA;SANTANA DO ARAGUAIA;733253;D;952787,91;952.787,91;9605/98;70;;72;II/X
196763;Cadastro Técnico Federal;11/04/2013 16:35:00;RR;CARACARAI;657792;D;51000;51.000,00;6514/2008;3°;;;
196764;Cadastro Técnico Federal;11/04/2013 16:35:00;RR;CARACARAI;657792;D;51000;51.000,00;9605/98;70;§ 1°;72;
196765;Flora;11/04/2013 16:50:00;PA;ITAITUBA;697313;D;7455,3;7.455,30;9605/98;70;-;72;II/IV
196766;Flora;11/04/2013 16:50:00;PA;ITAITUBA;697313;D;7455,3;7.455,30;6514/2008;3º;II/IV;47;1º
196767;Flora;11/04/2013 17:50:00;PA;SANTANA DO ARAGUAIA;733254;D;33636,69;33.636,69;9605/98;70;;72;II/IV
196768;Flora;11/04/2013 17:50:00;PA;SANTANA DO ARAGUAIA;733254;D;33636,69;33.636,69;6514/2008;3º;II/IV;47;1º
196769;Flora;11/04/2013 17:58:02;MT;GUARANTA DO NORTE;9054132;E;9000;9.000,00;Lei 9.605/98;3;47;II,IV;§ 1°
196770;Flora;11/04/2013 17:58:02;MT;GUARANTA DO NORTE;9054132;E;9000;9.000,00;Lei;70;72;1°;II,IV
196771;Flora;11/04/2013 18:00:00;PA;ALTAMIRA;743290;D;1160400;1.160.400,00;6514/2008;50;-;3º;II E VII
196772;Flora;11/04/2013 18:00:00;PA;ALTAMIRA;743290;D;1160400;1.160.400,00;Constituição Federal;225;4º;-;-
196773;Flora;11/04/2013 18:00:00;PA;ALTAMIRA;743290;D;1160400;1.160.400,00;9605/98;70;-;-;-
196774;Controle ambiental;12/04/2013 08:30:00;PA;GOIANESIA DO PARA;641201;D;3000;3.000,00;6514/2008;3º;II/VIII;66;
196775;Controle ambiental;12/04/2013 08:30:00;PA;GOIANESIA DO PARA;641201;D;3000;3.000,00;9605/98;70;;72;II/VIII
196776;Cadastro Técnico Federal;12/04/2013 09:30:00;MA;SAO JOAO DO CARU;695083;D;3000;3.000,00;6514/2008;82;;3°;II
196777;Cadastro Técnico Federal;12/04/2013 09:30:00;MA;SAO JOAO DO CARU;695083;D;3000;3.000,00;9605/98;70;;72;
196778;Flora;12/04/2013 09:30:00;MT;NOVA BANDEIRANTES;623161;D;358100,5;358.100,50;6514/2008;3º;II,VII;50;
196779;Flora;12/04/2013 09:30:00;MT;NOVA BANDEIRANTES;623161;D;358100,5;358.100,50;9605/98;70;1º;72;II,VII
196780;Controle ambiental;12/04/2013 09:45:00;MA;VITORIA DO MEARIM;732024;D;35100;35.100,00;9605/98;    70;          -;   72;    II - VII
196781;Controle ambiental;12/04/2013 09:45:00;MA;VITORIA DO MEARIM;732024;D;35100;35.100,00;6514/2008;   3°;    II - VII;   66;         -
196782;Controle ambiental;12/04/2013 09:45:00;MA;VITORIA DO MEARIM;732024;D;35100;35.100,00;Ibama 10/2011 ;   2°;          I;    31;        I-II
196783;Cadastro Técnico Federal;12/04/2013 09:50:00;MA;SAO JOAO DO CARU;695084;D;2000;2.000,00;6514/2008;81;;3°;II
196784;Cadastro Técnico Federal;12/04/2013 09:50:00;MA;SAO JOAO DO CARU;695084;D;2000;2.000,00;9605/98;70;;72;
196785;Flora;12/04/2013 09:50:00;RO;PORTO VELHO;711889;D;515000;515.000,00;9605/98;70;1º;72;
196786;Flora;12/04/2013 09:50:00;RO;PORTO VELHO;711889;D;515000;515.000,00;Constituição Federal;225;4º;;
196787;Flora;12/04/2013 09:50:00;RO;PORTO VELHO;711889;D;515000;515.000,00;6514/2008;3º;II,VII;50;caput
196788;Flora;12/04/2013 09:55:00;AM;HUMAITA;629217;D;26302,2;26.302,20;6514/2008;3º;II IV;47;
196789;Flora;12/04/2013 09:55:00;AM;HUMAITA;629217;D;26302,2;26.302,20;9605/98;70;§ 1º 3º;72;
196790;Controle ambiental;12/04/2013 10:07:00;MT;SANTA CARMEM;696858;D;100000;100.000,00;6514/2008;66;;;
196791;Controle ambiental;12/04/2013 10:07:00;MT;SANTA CARMEM;696858;D;100000;100.000,00;9605/98;70;;72;
196792;Flora;12/04/2013 10:20:00;RO;PORTO VELHO;604960;D;65000;65.000,00;9605/98;70;;72;II VII
196793;Controle ambiental;12/04/2013 10:20:00;MA;VITORIA DO MEARIM;682620;D;9500;9.500,00;9605/98;    70;       -;   72;   II - VII
196794;Flora;12/04/2013 10:20:00;RO;PORTO VELHO;604960;D;65000;65.000,00;6514/2008;50;;3º;II VII
196795;Controle ambiental;12/04/2013 10:20:00;MA;VITORIA DO MEARIM;682620;D;9500;9.500,00;Ibama 10/2011 ;    2°;      I;   31;    I - II
196796;Controle ambiental;12/04/2013 10:20:00;MA;VITORIA DO MEARIM;682620;D;9500;9.500,00;6514/2008;    3°;   II - VII;   66;      -
196797;Flora;12/04/2013 10:49:00;PA;GOIANESIA DO PARA;509524;D;7230;7.230,00;6514/2008;3º;;;
196798;Flora;12/04/2013 10:49:00;PA;GOIANESIA DO PARA;509524;D;7230;7.230,00;9605/98;70;;72;
196799;Cadastro Técnico Federal;12/04/2013 11:00:00;MA;VITORIA DO MEARIM;693387;D;51000;51.000,00;6514/2008;79;;3º; II
196800;Cadastro Técnico Federal;12/04/2013 11:00:00;MA;VITORIA DO MEARIM;693387;D;51000;51.000,00;9605/98;70;;72;II
196801;Flora;12/04/2013 11:05:00;MT;NOVA UBIRATA;730126;D;60000;60.000,00;Constituição Federal;225;;;
196802;Flora;12/04/2013 11:05:00;MT;NOVA UBIRATA;730126;D;60000;60.000,00;9605/98;70;1º;72;
196803;Flora;12/04/2013 11:05:00;MT;NOVA UBIRATA;730126;D;60000;60.000,00;6514/2008;3º;;;
196804;Flora;12/04/2013 14:00:00;MT;FELIZ NATAL;738809;D;1460000;1.460.000,00;9605/98;70;§ 1º;72;
196805;Flora;12/04/2013 14:00:00;MT;FELIZ NATAL;738809;D;1460000;1.460.000,00;6514/2008;3º;;;
196806;Flora;12/04/2013 15:00:00;PA;RUROPOLIS;708707;D;110000;110.000,00;9605/98;70;-;72;II,VII
196807;Flora;12/04/2013 15:00:00;PA;RUROPOLIS;708707;D;110000;110.000,00;6514/2008;3º;II,VII;50;-
196808;Flora;12/04/2013 15:20:00;MT;FELIZ NATAL;550077;D;885000;885.000,00;6514/2008;3º;II e VII;50;
196809;Flora;12/04/2013 15:20:00;MT;FELIZ NATAL;550077;D;885000;885.000,00;9605/98;70;1º;72;
196810;Cadastro Técnico Federal;12/04/2013 16:40:00;MT;SANTA CARMEM;744604;D;45000;45.000,00;6514/2008;3º;;;
196811;Cadastro Técnico Federal;12/04/2013 16:40:00;MT;SANTA CARMEM;744604;D;45000;45.000,00;9605/98;70;;72;
196812;Flora;12/04/2013 17:30:00;AM;MANACAPURU;677707;D;3168;3.168,00;Ibama 112/2006;1º;P.UNICO;2º;I - K
196813;Flora;12/04/2013 17:30:00;AM;MANACAPURU;677707;D;3168;3.168,00;6514/2008;3º;II -  IV;47;
196814;Flora;12/04/2013 17:30:00;AM;MANACAPURU;677707;D;3168;3.168,00;9605/98;70;§ 1º-3º;72;II, IV
196815;Flora;12/04/2013 17:45:00;AM;MANACAPURU;677706;D;2772;2.772,00;Ibama 112/2006;1º;P.UNICO;2º;I - K
