   ;TIPO_INFRACAO;DATA_AUTUACAO;SIG_UF;NOM_MUNICIPIO;NUM_AUTO_INFRACAO;SER_AUTO_INFRACAO;VALOR_AUTO;VALOR_AUTO_FORMATADO;DES_TIPO_LEGISLACAO;ARTIGO;PARAGRAFO;COM_ARTIGO;COM_PARAGRAFO
197076;Cadastro Técnico Federal;20/04/2013 10:10:00;MT;MATUPA;681425;D;30000;30.000,00;9605/98;70;1º;72;II
197077;Flora;20/04/2013 10:10:00;MT;UNIAO DO SUL;597502;D;22000;22.000,00;6514/2008;52;Caput;3º;II,VII
197078;Flora;20/04/2013 10:10:00;MT;UNIAO DO SUL;597502;D;22000;22.000,00;9605/98;70;1º;72;II,VII
197079;Cadastro Técnico Federal;20/04/2013 10:10:00;MT;MATUPA;681425;D;30000;30.000,00;6514/2008;3º;II;79;
197080;Flora;20/04/2013 10:17:00;RO;PORTO VELHO;699867;D;185000;185.000,00;6514/2008;3º;II VII;50;
197081;Flora;20/04/2013 10:17:00;RO;PORTO VELHO;699867;D;185000;185.000,00;Constituição Federal;225;§ 4º;;
197082;Flora;20/04/2013 10:17:00;RO;PORTO VELHO;699867;D;185000;185.000,00;9605/98;70;§ 1º;72;II
197083;Flora;20/04/2013 10:30:00;MT;MATUPA;681427;D;535000;535.000,00;6514/2008;3º;II;48;Caput
197084;Flora;20/04/2013 10:30:00;MT;MATUPA;681427;D;535000;535.000,00;9605/98;70;1º;72;II
197085;Controle ambiental;20/04/2013 11:00:00;MT;MATUPA;681117;D;30000;30.000,00;9605/98;70;1º;72;II,VII
197086;Controle ambiental;20/04/2013 11:00:00;MT;MATUPA;681117;D;30000;30.000,00;6514/2008;3º;II,VII;66;I
197087;Cadastro Técnico Federal;20/04/2013 11:30:00;PA;PARAGOMINAS;662157;D;30000;30.000,00;6514/2008;3º;II; 79;
197088;Cadastro Técnico Federal;20/04/2013 11:30:00;PA;PARAGOMINAS;662157;D;30000;30.000,00;9605/98;70;   1º;72;II
197089;Flora;20/04/2013 15:00:00;MT;NOVA UBIRATA;28502;D;90850;90.850,00;6514/2008;3;II, VII;50;
197090;Flora;20/04/2013 15:00:00;MT;NOVA UBIRATA;28502;D;90850;90.850,00;Constituição Federal;225;;;
197091;Flora;20/04/2013 15:00:00;MT;NOVA UBIRATA;28502;D;90850;90.850,00;9605/98;70;§1º,3º;72;II ,VII
197092;Cadastro Técnico Federal;22/04/2013 08:37:00;MT;CUIABA;736187;D;5000;5.000,00;6514/2008;80;;;
197093;Cadastro Técnico Federal;22/04/2013 08:37:00;MT;CUIABA;736187;D;5000;5.000,00;9605/98;70;P I;72;
197094;Flora;22/04/2013 09:00:00;MT;PORTO DOS GAUCHOS;549103;D;60300;60.300,00;6514/2008;3º;II-VII;53;
197095;Flora;22/04/2013 09:00:00;MA;IMPERATRIZ;732019;D;5154,3;5.154,30;9605/98;70; -;72; II - IV
197096;Flora;22/04/2013 09:00:00;MT;MARCELANDIA;723885;D;1590000;1.590.000,00;6514/2008;3º;II,VII;50;2º
197097;Flora;22/04/2013 09:00:00;MT;MARCELANDIA;723885;D;1590000;1.590.000,00;9605/98;70;;72;II
197098;Flora;22/04/2013 09:00:00;MT;PORTO DOS GAUCHOS;549103;D;60300;60.300,00;9605/98;70;1º;72;II-VII
197099;Flora;22/04/2013 09:00:00;MA;IMPERATRIZ;732019;D;5154,3;5.154,30;6514/2008;3°; II-IV;47;§§ 1°, 2°
197100;Cadastro Técnico Federal;22/04/2013 09:40:00;PA;BELEM;711940;D;45000;45.000,00;9605/98;70;;72;II
197101;Cadastro Técnico Federal;22/04/2013 09:40:00;PA;BELEM;711940;D;45000;45.000,00;6514/2008;3º;II; 81;
197102;Flora;22/04/2013 09:50:00;PA;PARAGOMINAS;694920;D;18500;18.500,00;6514/2008;32;P.Unico;2°;II
197103;Flora;22/04/2013 09:50:00;PA;PARAGOMINAS;694920;D;18500;18.500,00;6514/2008;47;P. 1°;3°;II
197104;Flora;22/04/2013 09:50:00;PA;PARAGOMINAS;694920;D;18500;18.500,00;9605/98;70;;70;
197105;Flora;22/04/2013 10:00:00;MT;NOVA UBIRATA;206109;D;165900;165.900,00;9605/98;70;1º, 3º;72;II,VII
197106;Flora;22/04/2013 10:00:00;MT;NOVA UBIRATA;206109;D;165900;165.900,00;6514/2008;3º;II,VII;50;
197107;Flora;22/04/2013 10:00:00;MT;SANTA CARMEM;695917;D;42300;42.300,00;6514/2008;47;1°;3º;II,IV
197108;Flora;22/04/2013 10:00:00;MT;SANTA CARMEM;695917;D;42300;42.300,00;9605/98;70;1º;72;II,IV
197109;Flora;22/04/2013 10:00:00;MT;MARCELANDIA;723886;D;1245000;1.245.000,00;9605/98;70;;72;II
197110;Flora;22/04/2013 10:00:00;MT;MARCELANDIA;723886;D;1245000;1.245.000,00;6514/2008;3º;II,VII;50;2º
197111;Flora;22/04/2013 10:00:00;MT;NOVA UBIRATA;206109;D;165900;165.900,00;Constituição Federal;225;4º;;
197112;Cadastro Técnico Federal;22/04/2013 10:00:00;PA;NOVA ESPERANCA DO PIRIA;711316;D;350000;350.000,00;9605/98;70;§ 1º;II/VII;       3
197113;Flora;22/04/2013 10:15:00;MT;PORTO DOS GAUCHOS;549105;D;570000;570.000,00;9605/98;70;1º;72;II  VII
197114;Flora;22/04/2013 10:15:00;MT;PORTO DOS GAUCHOS;549105;D;570000;570.000,00;6514/2008;3º;II  VII;51;
197115;Flora;22/04/2013 10:15:00;MT;PORTO DOS GAUCHOS;549105;D;570000;570.000,00;Constituição Federal;225;4º;;
197116;Flora;22/04/2013 10:20:00;MA;SANTO AMARO DO MARANHAO;123761;D;5000;5.000,00;9605/98;70;;72;
197117;Flora;22/04/2013 10:20:00;MA;SANTO AMARO DO MARANHAO;123761;D;5000;5.000,00;6514/2008;43;;3°;II
197118;Flora;22/04/2013 10:30:00;MT;PORTO DOS GAUCHOS;602143;D;2770000;2.770.000,00;9605/98;70;;72;II-VII
197119;Flora;22/04/2013 10:30:00;MT;PORTO DOS GAUCHOS;602143;D;2770000;2.770.000,00;Constituição Federal;225;4º;;
197120;Flora;22/04/2013 10:30:00;MT;PORTO DOS GAUCHOS;602143;D;2770000;2.770.000,00;6514/2008;3º;II-VII;50;
197121;Cadastro Técnico Federal;22/04/2013 11:00:00;PA;NOVO REPARTIMENTO;649681;D;200000;200.000,00;9605/98;70;1º;72;II/VII
197122;Cadastro Técnico Federal;22/04/2013 11:00:00;PA;BELEM;733106;D;350000;350.000,00;9605/98;70;1º;72;II / VII
197123;Cadastro Técnico Federal;22/04/2013 11:00:00;PA;BELEM;733106;D;350000;350.000,00;6514/2008;3º;II / VII;82;
197124;Cadastro Técnico Federal;22/04/2013 11:00:00;PA;NOVO REPARTIMENTO;649681;D;200000;200.000,00;6514/2008;3º;II-VII;82;
197125;Flora;22/04/2013 11:06:00;MT;MARCELANDIA;723887;D;495000;495.000,00;6514/2008;3º;II , VII;50;§ 2º
197126;Flora;22/04/2013 11:06:00;MT;MARCELANDIA;723887;D;495000;495.000,00;9605/98;70;;72;II
197127;Cadastro Técnico Federal;22/04/2013 11:10:00;PA;MOJU;711323;D;700000;700.000,00;9605/98;70;;72;II / VII
197128;Cadastro Técnico Federal;22/04/2013 11:10:00;PA;MOJU;711323;D;700000;700.000,00;6514/2008;3º;II / VII;82;
197129;Flora;22/04/2013 11:35:00;RO;CUJUBIM;728765;D;87450;87.450,00;9605/98;70;;72;
197130;Flora;22/04/2013 11:35:00;RO;CUJUBIM;728765;D;87450;87.450,00;24645/1934;3º;II, VII;50;
197131;Controle ambiental;22/04/2013 12:00:00;MT;COLIDER;586501;D;50000;50.000,00;9605/98;70;;72;II , IX
197132;Flora;22/04/2013 12:00:00;MT;COLIDER;586500;D;735000;735.000,00;9605/98;70;;72;II. VII
197133;Flora;22/04/2013 12:00:00;MT;COLIDER;586500;D;735000;735.000,00;6514/2008;3º;II , VII;50;Caput
197134;Controle ambiental;22/04/2013 12:00:00;MT;COLIDER;586501;D;50000;50.000,00;6514/2008;3;II , IX;66;Caput
197135;Flora;22/04/2013 12:20:00;MT;NOVA UBIRATA;206110;D;55000;55.000,00;9605/98;70;1º, 3º;72;II,VII
197136;Flora;22/04/2013 12:20:00;MT;NOVA UBIRATA;206110;D;55000;55.000,00;Constituição Federal;225;4º;;
197137;Flora;22/04/2013 12:20:00;MT;NOVA UBIRATA;206110;D;55000;55.000,00;6514/2008;3º;II,VII;50;
197138;Cadastro Técnico Federal;22/04/2013 13:16:00;MT;CUIABA;736188;D;5000;5.000,00;6514/2008;3º;II;81;
197139;Cadastro Técnico Federal;22/04/2013 13:16:00;MT;CUIABA;736188;D;5000;5.000,00;9605/98;70;1º;72;II
197140;Cadastro Técnico Federal;22/04/2013 14:00:00;PA;TRAIRAO;649682;D;50000;50.000,00;9605/98;70;1º;72;II,VII
197141;Cadastro Técnico Federal;22/04/2013 14:00:00;RR;BOA VISTA;658085;D;1000;1.000,00;9605/98;70;§1º;72;II
197142;Cadastro Técnico Federal;22/04/2013 14:00:00;RR;BOA VISTA;658085;D;1000;1.000,00;6514/2008;3°;II;80;
197143;Flora;22/04/2013 14:00:00;MT;NOVA UBIRATA;206111;D;50000;50.000,00;6514/2008;3º;II,VII;50;
197144;Flora;22/04/2013 14:00:00;MT;NOVA UBIRATA;206111;D;50000;50.000,00;9605/98;70;1º, 3º;72;II,VII
197145;Cadastro Técnico Federal;22/04/2013 14:00:00;PA;TRAIRAO;649682;D;50000;50.000,00;6514/2008;3º;II,VII;82;-
197146;Flora;22/04/2013 14:00:00;MT;NOVA UBIRATA;206111;D;50000;50.000,00;Constituição Federal;225;4º;;
197147;Cadastro Técnico Federal;22/04/2013 14:30:00;PA;URUARA;711317;D;200000;200.000,00;6514/2008;3;II/VII;82;-
197148;Cadastro Técnico Federal;22/04/2013 14:30:00;PA;URUARA;711317;D;200000;200.000,00;9605/98;70;1º;72;II/VII
197149;Cadastro Técnico Federal;22/04/2013 14:30:00;PA;SANTA BARBARA DO PARA;649683;D;200000;200.000,00;6514/2008;3º;II / VII;82;
197150;Cadastro Técnico Federal;22/04/2013 14:30:00;PA;SANTA BARBARA DO PARA;649683;D;200000;200.000,00;9605/98;70;1º;72;II / VII
197151;Flora;22/04/2013 15:00:00;MT;NOVA UBIRATA;206112;D;115650;115.650,00;9605/98;70;§1º , §3º;72;II. VII
197152;Flora;22/04/2013 15:00:00;MT;NOVA UBIRATA;206112;D;115650;115.650,00;Constituição Federal;225;§4º;;
197153;Flora;22/04/2013 15:00:00;MT;NOVA UBIRATA;206112;D;115650;115.650,00;6514/2008;3º;II,VII;50;
197154;Cadastro Técnico Federal;22/04/2013 15:00:00;PA;NOVA ESPERANCA DO PIRIA;711318;D;200000;200.000,00;6514/2008;3;II / VII;82;
197155;Cadastro Técnico Federal;22/04/2013 15:00:00;PA;NOVA ESPERANCA DO PIRIA;711318;D;200000;200.000,00;9605/98;70;§ 1º;72;II / VII
197156;Cadastro Técnico Federal;22/04/2013 15:20:00;PA;BELEM;711319;D;50000;50.000,00;6514/2008;3;II / VII;82;
197157;Cadastro Técnico Federal;22/04/2013 15:20:00;PA;BELEM;711319;D;50000;50.000,00;9605/98;70;§ 1º;72;II / VII
197158;Flora;22/04/2013 15:45:00;MT;CASTANHEIRA;702238;D;195000;195.000,00;6514/2008;3º;II  VII;50;
197159;Flora;22/04/2013 15:45:00;MT;CASTANHEIRA;702238;D;195000;195.000,00;9605/98;70;;72;II  VII
197160;Cadastro Técnico Federal;22/04/2013 16:00:00;PA;AURORA DO PARA;649684;D;50000;50.000,00;9605/98;70;1º;72;II / VII
197161;Cadastro Técnico Federal;22/04/2013 16:00:00;PA;AURORA DO PARA;649684;D;50000;50.000,00;6514/2008;3º;II / VII;82;
197162;Cadastro Técnico Federal;22/04/2013 16:20:00;PA;MARABA;711681;D;50000;50.000,00;9605/98;70;1º;72;II/VII
197163;Cadastro Técnico Federal;22/04/2013 16:20:00;PA;MARABA;711681;D;50000;50.000,00;6514/2008;3º;II-VII;82;
197164;Flora;22/04/2013 16:25:00;MT;ALTA FLORESTA;622923;D;365000;365.000,00;9605/98;70;;72;
197165;Flora;22/04/2013 16:25:00;MT;ALTA FLORESTA;622923;D;365000;365.000,00;Constituição Federal;225;§4º;;
197166;Flora;22/04/2013 16:25:00;MT;ALTA FLORESTA;622923;D;365000;365.000,00;6514/2008;3º;II . VII;50;
197167;Cadastro Técnico Federal;22/04/2013 16:40:00;PA;BELEM;711682;D;50000;50.000,00;6514/2008;3;II / VII;82;
197168;Cadastro Técnico Federal;22/04/2013 16:40:00;PA;BELEM;711682;D;50000;50.000,00;9605/98;70;§ 1º;72;II / VII
197169;Flora;22/04/2013 16:55:00;RO;CUJUBIM;729373;D;12078;12.078,00;9605/98;70;;72;II, IV
197170;Flora;22/04/2013 16:55:00;RO;CUJUBIM;729373;D;12078;12.078,00;6514/2008;3º;II, IV;;
197171;Cadastro Técnico Federal;22/04/2013 17:00:00;PA;PARAGOMINAS;733107;D;200000;200.000,00;9605/98;70;1º;72;II / VII
197172;Cadastro Técnico Federal;22/04/2013 17:00:00;PA;PARAGOMINAS;733107;D;200000;200.000,00;6514/2008;3º;II / VII;82;
197173;Flora;23/04/2013 08:00:00;MT;NOVA BANDEIRANTES;540334;D;178546,7;178.546,70;3179/1999;38;;;
197174;Flora;23/04/2013 08:00:00;MT;NOVA BANDEIRANTES;540334;D;178546,7;178.546,70;9605/98;70;§ 1º;72;II
197175;Flora;23/04/2013 08:00:00;MT;NOVA BANDEIRANTES;540334;D;178546,7;178.546,70;3179/1999;1º;;2º;II
197176;Flora;23/04/2013 08:05:00;MT;NOVA BANDEIRANTES;456844;D;14771,71;14.771,71;3179/1999;1º;;2º;II
197177;Flora;23/04/2013 08:05:00;MT;NOVA BANDEIRANTES;456844;D;14771,71;14.771,71;3179/1999;32;;;
197178;Flora;23/04/2013 08:05:00;MT;NOVA BANDEIRANTES;456844;D;14771,71;14.771,71;9605/98;70;§ 1º;72;II
197179;Flora;23/04/2013 08:10:00;MT;NOVA BANDEIRANTES;456845;D;13144,52;13.144,52;9605/98;70;§ 1º;72;II
197180;Flora;23/04/2013 08:10:00;MT;NOVA BANDEIRANTES;456845;D;13144,52;13.144,52;3179/1999;1º;;2º;II
197181;Flora;23/04/2013 08:10:00;MT;NOVA BANDEIRANTES;456845;D;13144,52;13.144,52;3179/1999;32;;;
197182;Flora;23/04/2013 08:15:00;MT;NOVA BANDEIRANTES;456846;D;12526,51;12.526,51;9605/98;70;§ 1º;72;II
197183;Flora;23/04/2013 08:15:00;MT;NOVA BANDEIRANTES;456846;D;12526,51;12.526,51;3179/1999;32;;;
197184;Flora;23/04/2013 08:15:00;MT;NOVA BANDEIRANTES;456846;D;12526,51;12.526,51;3179/1999;1;;2;II
197185;Flora;23/04/2013 08:20:00;MT;NOVA BANDEIRANTES;456847;D;8590,42;8.590,42;3179/1999;1º;;2º;II
197186;Flora;23/04/2013 08:20:00;MT;NOVA BANDEIRANTES;456847;D;8590,42;8.590,42;3179/1999;38;;;
197187;Flora;23/04/2013 08:20:00;MT;NOVA BANDEIRANTES;456847;D;8590,42;8.590,42;9605/98;70;§ 1º;72;II
197188;Flora;23/04/2013 08:25:00;MT;NOVA BANDEIRANTES;456848;D;8590,42;8.590,42;3179/1999;38;;;
197189;Flora;23/04/2013 08:25:00;MT;NOVA BANDEIRANTES;456848;D;8590,42;8.590,42;9605/98;70;§ 1º;72;II
197190;Flora;23/04/2013 08:25:00;MT;NOVA BANDEIRANTES;456848;D;8590,42;8.590,42;3179/1999;1º;;2º;II
197191;Flora;23/04/2013 08:35:00;RO;CUJUBIM;729374;D;410000;410.000,00;9605/98;70;;72;
197192;Flora;23/04/2013 08:35:00;RO;CUJUBIM;729374;D;410000;410.000,00;6514/2008;3º;II, VII;50;
197193;Flora;23/04/2013 09:10:00;PA;URUARA;527385;D;220000;220.000,00;Constituição Federal;;;225;4°
197194;Flora;23/04/2013 09:10:00;PA;URUARA;527385;D;220000;220.000,00;9605/98;70;1°;72;II,VII
197195;Flora;23/04/2013 09:10:00;PA;URUARA;527385;D;220000;220.000,00;6514/2008;3°;II,VII;50;2°
197196;Flora;23/04/2013 09:15:00;RO;COSTA MARQUES;726468;D;85000;85.000,00;Constituição Federal;225;4º;;
197197;Flora;23/04/2013 09:15:00;RO;COSTA MARQUES;726468;D;85000;85.000,00;6514/2008;3º;II e VII;50;
197198;Flora;23/04/2013 09:15:00;RO;COSTA MARQUES;726468;D;85000;85.000,00;9605/98;70;;;
197199;Flora;23/04/2013 10:00:00;MT;NOVA MONTE VERDE;596855;D;205000;205.000,00;Constituição Federal;225;4º;;
197200;Flora;23/04/2013 10:00:00;MT;NOVA MONTE VERDE;596855;D;205000;205.000,00;9605/98;70;;72;
197201;Flora;23/04/2013 10:00:00;MT;NOVA MONTE VERDE;596855;D;205000;205.000,00;6514/2008;50;;3º;II,VII
197202;Flora;23/04/2013 10:30:00;PA;URUARA;652805;D;15000;15.000,00;Constituição Federal;225;4°;;
197203;Flora;23/04/2013 10:30:00;PA;URUARA;652805;D;15000;15.000,00;9605/98;70;;72;II, VII
197204;Flora;23/04/2013 10:30:00;PA;URUARA;652805;D;15000;15.000,00;6514/2008;3;II, VII;50;
197205;Flora;23/04/2013 11:20:00;PA;SANTA MARIA DAS BARREIRAS;698660;D;65000;65.000,00;6514/2008;50;;3º;II/VII
197206;Flora;23/04/2013 11:20:00;PA;SANTA MARIA DAS BARREIRAS;698660;D;65000;65.000,00;6514/2008;101;1º/4º;;
197207;Flora;23/04/2013 11:20:00;PA;SANTA MARIA DAS BARREIRAS;698660;D;65000;65.000,00;9605/98;70;;72;II/VII
197208;Controle ambiental;23/04/2013 11:30:00;MT;SAO JOSE DO RIO CLARO;653563;D;30000;30.000,00;6514/2008;3º;III;64;"§1º;"
197209;Controle ambiental;23/04/2013 11:30:00;MT;SAO JOSE DO RIO CLARO;653563;D;30000;30.000,00;9605/98;70;§1º;72;III
197210;Flora;23/04/2013 12:00:00;MT;SINOP;586698;D;37800;37.800,00;6514/2008;3º;II;47;"§1º;2º"
197211;Flora;23/04/2013 12:00:00;MT;SINOP;586698;D;37800;37.800,00;9605/98;70;;72;II
197212;Flora;23/04/2013 12:10:00;PA;BRASIL NOVO;652807;D;210000;210.000,00;9605/98;70;;72;II,VII
197213;Flora;23/04/2013 12:10:00;PA;BRASIL NOVO;652807;D;210000;210.000,00;6514/2008;3º;II,VII;50;
197214;Flora;23/04/2013 12:10:00;PA;BRASIL NOVO;652807;D;210000;210.000,00;Constituição Federal;;;225;4º
197215;Cadastro Técnico Federal;23/04/2013 13:30:00;PA;DOM ELISEU;649686;D;200000;200.000,00;9605/98;70;1º;72;II / VII
197216;Flora;23/04/2013 13:30:00;PA;PACAJA;551352;D;276450;276.450,00;9605/98;70;1º;72;II/VII
197217;Cadastro Técnico Federal;23/04/2013 13:30:00;PA;DOM ELISEU;649686;D;200000;200.000,00;6514/2008;3º;II / VII;82;
197218;Flora;23/04/2013 13:30:00;PA;PACAJA;551352;D;276450;276.450,00;Constituição Federal;225;4;;
197219;Flora;23/04/2013 13:30:00;PA;PACAJA;551352;D;276450;276.450,00;6514/2008;3º;II-VII;50;CAPUT
197220;Fauna;23/04/2013 13:40:00;PA;PACAJA;715450;D;15000;15.000,00;9605/98;70;;72;
197221;Fauna;23/04/2013 13:40:00;PA;PACAJA;715450;D;15000;15.000,00;6514/2008;24;;3º;II-IV
197222;Cadastro Técnico Federal;23/04/2013 14:00:00;PA;MARABA;649685;D;350000;350.000,00;9605/98;70;1º;72;II/VII
197223;Cadastro Técnico Federal;23/04/2013 14:00:00;PA;MARABA;649685;D;350000;350.000,00;6514/2008;3º;II-VII;82;
197224;Flora;23/04/2013 14:30:00;PA;SANTANA DO ARAGUAIA;698662;D;130000;130.000,00;6514/2008;50;;3º;II/VII
197225;Flora;23/04/2013 14:30:00;PA;SANTANA DO ARAGUAIA;698662;D;130000;130.000,00;6514/2008;101;1º/4º;;
197226;Flora;23/04/2013 14:30:00;PA;SANTANA DO ARAGUAIA;698662;D;130000;130.000,00;9605/98;70;;72;II/VII
197227;Cadastro Técnico Federal;23/04/2013 15:00:00;PA;ALTAMIRA;733112;D;50000;50.000,00;9605/98;70;1º;72;II/VII
197228;Cadastro Técnico Federal;23/04/2013 15:00:00;PA;ALTAMIRA;733112;D;50000;50.000,00;6514/2008;3º;II,VII;82;
197229;Controle ambiental;23/04/2013 15:50:00;PA;SANTANA DO ARAGUAIA;733258;D;800000;800.000,00;9605/98;70;;72;II
197230;Controle ambiental;23/04/2013 15:50:00;PA;SANTANA DO ARAGUAIA;733258;D;800000;800.000,00;6514/2008;3º;II;64;1º
197231;Cadastro Técnico Federal;23/04/2013 16:20:00;PA;NOVO REPARTIMENTO;733108;D;200000;200.000,00;9605/98;70;1º;72;II/VII
197232;Cadastro Técnico Federal;23/04/2013 16:20:00;PA;NOVO REPARTIMENTO;733108;D;200000;200.000,00;6514/2008;3º;II-VII;82;
197233;Cadastro Técnico Federal;23/04/2013 16:30:00;PA;JACAREACANGA;649687;D;50000;50.000,00;6514/2008;3º;II/VII;82;-
197234;Cadastro Técnico Federal;23/04/2013 16:30:00;PA;BREVES;733109;D;50000;50.000,00;9605/98;70;1º;72;II / VII
197235;Cadastro Técnico Federal;23/04/2013 16:30:00;PA;BREVES;733109;D;50000;50.000,00;6514/2008;3º;II / VII;82;
197236;Cadastro Técnico Federal;23/04/2013 16:30:00;PA;JACAREACANGA;649687;D;50000;50.000,00;9605/98;70;1º;72;II,VII
197237;Cadastro Técnico Federal;23/04/2013 17:00:00;PA;JACAREACANGA;733110;D;50000;50.000,00;9605/98;70;1º;72;II,VII
197238;Cadastro Técnico Federal;23/04/2013 17:00:00;PA;JACAREACANGA;733110;D;50000;50.000,00;6514/2008;3º;II/VII;82;-
197239;Fauna;23/04/2013 17:50:00;PA;SOURE;458832;D;9000;9.000,00;9605/98;70;       I;;
197240;Fauna;23/04/2013 17:50:00;PA;SOURE;458832;D;9000;9.000,00;6514/2008;  24;   III;3º;      IV
197241;Flora;24/04/2013 09:00:00;PA;DOM ELISEU;600193;D;5349,9;5.349,90;6514/2008;3º;II / IV;47; 1º
197242;Flora;24/04/2013 09:00:00;PA;DOM ELISEU;600193;D;5349,9;5.349,90;9605/98;70;;72;
197243;Flora;24/04/2013 09:03:00;TO;PARANA;719864;D;27000;27.000,00;6514/2008;3°;II e VII;52;
197244;Flora;24/04/2013 09:03:00;TO;PARANA;719864;D;27000;27.000,00;9605/98;70;1º;72;II e VII
197245;Flora;24/04/2013 09:40:00;RO;CUJUBIM;728766;D;50000;50.000,00;6514/2008;50;;;
197246;Flora;24/04/2013 09:40:00;RO;CUJUBIM;728766;D;50000;50.000,00;Constituição Federal;225;IV;;
197247;Flora;24/04/2013 09:40:00;RO;CUJUBIM;728766;D;50000;50.000,00;9605/98;70;;72;II VII
197248;Flora;24/04/2013 10:00:00;PA;DOM ELISEU;662158;D;4220,7;4.220,70;9605/98;70;§ 1º;72;II / IV
197249;Flora;24/04/2013 10:00:00;PA;DOM ELISEU;662158;D;4220,7;4.220,70;6514/2008;3º;II / IV;47; 1º  / 2º
197250;Flora;24/04/2013 10:20:00;MT;SORRISO;730061;D;70000;70.000,00;9605/98;70;;72;
197251;Flora;24/04/2013 10:20:00;MT;SORRISO;730061;D;70000;70.000,00;Constituição Federal;225;4º;;
197252;Flora;24/04/2013 10:20:00;MT;SORRISO;730061;D;70000;70.000,00;6514/2008;3º;II , VII;50;§ 2º
197253;Flora;24/04/2013 10:50:00;AM;CAREIRO DA VARZEA;206296;D;225000;225.000,00;Constituição Federal;225;4º;;
197254;Flora;24/04/2013 10:50:00;AM;CAREIRO DA VARZEA;206296;D;225000;225.000,00;9605/98;70;1º 3º;72;II VII
197255;Flora;24/04/2013 10:50:00;AM;CAREIRO DA VARZEA;206296;D;225000;225.000,00;6514/2008;3º;II  VII;50/60;
197256;Controle ambiental;24/04/2013 11:00:00;RO;CABIXI;694571;D;700000;700.000,00;6514/2008;3;II;66;II
197257;Controle ambiental;24/04/2013 11:00:00;RO;CABIXI;694571;D;700000;700.000,00;9605/98;70;;72;II
197258;Flora;24/04/2013 11:40:00;MT;NOVA UBIRATA;206113;D;35000;35.000,00;Constituição Federal;225;4º;;
197259;Flora;24/04/2013 11:40:00;MT;NOVA UBIRATA;206113;D;35000;35.000,00;6514/2008;3º;II,VII;50;
197260;Flora;24/04/2013 11:40:00;MT;NOVA UBIRATA;206113;D;35000;35.000,00;9605/98;70;1º, 3º;72;II,VII
197261;Flora;24/04/2013 12:00:00;RO;PORTO VELHO;711055;D;85000;85.000,00;Constituição Federal;225;4º;;
197262;Flora;24/04/2013 12:00:00;RO;PORTO VELHO;711055;D;85000;85.000,00;6514/2008;3º;II,VII;50;
197263;Flora;24/04/2013 12:00:00;RO;PORTO VELHO;711055;D;85000;85.000,00;9605/98;70;1º;72;II,VII
197264;Flora;24/04/2013 12:00:00;MT;NOVA UBIRATA;206114;D;35000;35.000,00;6514/2008;3º;II , VII;50;
197265;Flora;24/04/2013 12:00:00;MT;NOVA UBIRATA;206114;D;35000;35.000,00;9605/98;70;1º , 3º;72;II , VII
197266;Flora;24/04/2013 12:00:00;MT;NOVA UBIRATA;206114;D;35000;35.000,00;Constituição Federal;225;4;;
197267;Flora;24/04/2013 12:35:00;MT;NOVA UBIRATA;206115;D;20000;20.000,00;Constituição Federal;225;4º;;
197268;Flora;24/04/2013 12:35:00;MT;NOVA UBIRATA;206115;D;20000;20.000,00;9605/98;70;1º, 3º;72;II,VII
197269;Flora;24/04/2013 12:35:00;MT;NOVA UBIRATA;206115;D;20000;20.000,00;6514/2008;3º;II,VII;50;
197270;Flora;24/04/2013 13:00:00;MT;NOVA UBIRATA;739205;D;3000;3.000,00;6514/2008;3º;II , VII;50;
197271;Flora;24/04/2013 13:00:00;MT;NOVA UBIRATA;739205;D;3000;3.000,00;Constituição Federal;225;4º;;
197272;Flora;24/04/2013 13:00:00;MT;NOVA UBIRATA;739205;D;3000;3.000,00;9605/98;70;;72;II. VII
197273;Cadastro Técnico Federal;24/04/2013 13:52:00;MT;FELIZ NATAL;653202;D;150000;150.000,00;6514/2008;3º;II;82;
197274;Cadastro Técnico Federal;24/04/2013 13:52:00;MT;FELIZ NATAL;653202;D;150000;150.000,00;9605/98;70;;72;II
197275;Flora;24/04/2013 17:00:00;AM;CAREIRO;206297;D;750000;750.000,00;9605/98;70;§ 1º-3º;72;II,VII
197276;Flora;24/04/2013 17:00:00;AM;CAREIRO;206297;D;750000;750.000,00;6514/2008;3º;II- VII;50/60;
197277;Flora;24/04/2013 17:00:00;AM;CAREIRO;206297;D;750000;750.000,00;Constituição Federal;225;4º;;
197278;Flora;24/04/2013 17:00:00;PA;URUARA;696097;D;1000;1.000,00;9605/98;70;1º;72;II,IV
197279;Flora;24/04/2013 17:30:00;PA;URUARA;696098;D;1000;1.000,00;6514/2008;57;CAPUT.;;
197280;Flora;24/04/2013 17:30:00;PA;URUARA;696098;D;1000;1.000,00;9605/98;70;1º;72;II,IV
197281;Flora;25/04/2013 09:20:00;MT;BRASNORTE;734671;D;215000;215.000,00;6514/2008;3º;II  VII;52;CAPUT
197282;Flora;25/04/2013 09:20:00;MT;BRASNORTE;734671;D;215000;215.000,00;9605/98;70;;72;
197283;Flora;25/04/2013 09:30:00;MT;BRASNORTE;726406;D;37500;37.500,00;6514/2008;3º;II  VII;52  60;I
197284;Flora;25/04/2013 09:30:00;MT;BRASNORTE;726406;D;37500;37.500,00;9605/98;70;§1º;72;II  VII
